,요양기관명,종별코드명,시도코드명,시군구코드명,주소,좌표(X),좌표(Y),시군구,시군구 코드
973,성심중앙병원,병원,경기,평택시,경기도 평택시 안중읍 안현로서6길 16 성심중앙병원,126.92765,36.9840808,경기도 평택시,41220
974,세계로병원,병원,광주,광주광산구,광주광역시 광산구 장신로 77 (장덕동),126.818566,35.1912399,광주광역시 광산구,29200
975,세명재활의학병원,병원,경북,포항남구,경상북도 포항시 남구 상공로 60  (상도동),129.357709,36.0135549,경상북도 포항시 남구,47111
976,세민병원,병원,대구,대구서구,"대구광역시 서구 국채보상로 302 (평리동, 세민병원)",128.5640272,35.8716611,대구광역시 서구,27170
977,세바른병원,병원,서울,서초구,서울특별시 서초구 서초중앙로 47 (서초동),127.0153417,37.4859524,서울특별시 서초구,11650
978,세솟는정형외과병원,병원,서울,마포구,서울특별시 마포구 백범로 26 세솟는병원 (신수동),126.9371026,37.5523808,서울특별시 마포구,11440
979,세우리병원,병원,대전,대전서구,"대전광역시 서구 둔산북로 36-0 3,4,5층 (둔산동)",127.3783636,36.3554541,대전광역시 서구,30170
980,세웅병원,병원,부산,부산금정구,부산광역시 금정구 서동로 162 (서동),129.1040334,35.2145413,부산광역시 금정구,26410
981,세인트마리여성병원,병원,경기,수원권선구,"경기도 수원시 권선구 금곡로197번길 70 1~5, 9층 (금곡동)",126.9539341,37.2754458,경기도 수원시 권선구,41113
982,세일병원,병원,부산,부산동구,"부산광역시 동구 중앙대로 317 (초량동, 세일병원)",129.0446395,35.1249181,부산광역시 동구,26170
983,세종여주병원,병원,경기,여주시,경기도 여주시 청심로 39 세종여주병원 (하동),127.6253003,37.301484,경기도 여주시,41730
984,세창의료재단우성여성병원,병원,경기,안산단원구,경기도 안산시 단원구 고잔로 58-10 (고잔동),126.8320125,37.3184583,경기도 안산시 단원구,41273
985,세화병원,병원,부산,부산동래구,부산광역시 동래구 미남로132번길 28 (온천동),129.0711844,35.2059213,부산광역시 동래구,26260
986,세화병원,병원,경기,안산상록구,경기도 안산시 상록구 용신로 355 (본오동),126.8615345,37.3020558,경기도 안산시 상록구,41271
987,세흥병원,병원,부산,부산진구,부산광역시 부산진구 중앙대로 805 지하2~지상10 층 (부전동),129.0632074,35.1637714,부산광역시 부산진구,26230
988,센텀병원,병원,경기,의정부시,경기도 의정부시 호국로1519번길 2-29 지하2층 ~지상6층 (금오동),127.07105,37.753899,경기도 의정부시,41150
989,센텀아동병원,병원,부산,부산해운대구,"부산광역시 해운대구 해운대로 407 6층 (우동, 신세계프라자)",129.1406828,35.1678259,부산광역시 해운대구,26350
990,센텀힐병원,병원,부산,부산해운대구,부산광역시 해운대구 해운대로161번길 40 (재송동),129.1253789,35.1852958,부산광역시 해운대구,26350
991,센트럴병원,병원,강원,원주시,강원도 원주시 백간길 95 1085-1 (단계동),127.9341673,37.3521872,강원도 원주시,42130
992,센트럴아동병원,병원,경기,화성시,"경기도 화성시 동탄지성로 17 지하1~2층 일부층 (반송동, 풍성위버폴리스)",127.0717648,37.2045705,경기도 화성시,41590
993,소망하나로병원,병원,광주,광주서구,광주광역시 서구 월드컵4강로 110 소망산부인과 1-6층 (화정동),126.8726989,35.1464102,광주광역시 서구,29140
994,소화병원(의료법인 소화병원),병원,서울,용산구,"서울특별시 용산구 청파로 383 (서계동, 소화아동병원)",126.9686587,37.5537604,서울특별시 용산구,11170
995,솔병원,병원,서울,강서구,서울특별시 강서구 방화대로 352 1~4층 (방화동),126.8173869,37.572376,서울특별시 강서구,11500
996,송도미소어린이병원,병원,인천,인천연수구,"인천광역시 연수구 하모니로 158-0 A동 7,8,9층 (송도동,송도타임스페이스)",126.6422608,37.3832893,인천광역시 연수구,28185
997,송도연세병원,병원,인천,인천연수구,인천광역시 연수구 신송로 157-9  3~8층 (송도동),126.648703,37.3969601,인천광역시 연수구,28185
998,송정사랑병원,병원,광주,광주광산구,"광주광역시 광산구 송도로 232 (송정동, 송정사랑병원)",126.7973974,35.1341716,광주광역시 광산구,29200
999,송파드림재활병원,병원,서울,송파구,"서울특별시 송파구 송이로 111 B3-6층 (가락동, 청석빌딩)",127.1221669,37.4967206,서울특별시 송파구,11710
1000,송호욱병원,병원,경기,오산시,경기도 오산시 내삼미로79번길 19 6~10층 (수청동),127.0643748,37.1694653,경기도 오산시,41370
1001,수병원,병원,경기,수원팔달구,경기도 수원시 팔달구 경수대로 613 (지동),127.0298682,37.2803205,경기도 수원시 팔달구,41115
1002,수병원,병원,전북,전주완산구,전라북도 전주시 완산구 서원로 63 (효자동2가),127.1014523,35.8140121,전라북도 전주시 완산구,45111
1003,수사랑병원,병원,전북,익산시,전라북도 익산시 배산로 69-0  (모현동1가),126.9379269,35.9440232,전라북도 익산시,45140
1004,수성아동병원,병원,대구,대구수성구,대구광역시 수성구 명덕로 424 (수성동2가),128.6163607,35.8540407,대구광역시 수성구,27290
1005,수성한미병원,병원,대구,대구수성구,"대구광역시 수성구 달구벌대로 2348 지하1,지상4~6층 (수성동3가, 수협G 타워)",128.6193782,35.8591401,대구광역시 수성구,27290
1006,수앤수병원,병원,경기,화성시,"경기도 화성시 향남읍 상신하길로298번길 7-27 3-6(5,6일부)층",126.9127298,37.1146439,경기도 화성시,41590
1007,수여성병원,병원,경기,수원권선구,경기도 수원시 권선구 서부로 1592 (고색동),126.9762125,37.251247,경기도 수원시 권선구,41113
1008,수영어린이병원,병원,부산,부산수영구,부산광역시 수영구 수영로 671 2층~3층 (광안동),129.1144799,35.1657592,부산광역시 수영구,26500
1009,수원센텀병원,병원,경기,수원권선구,경기도 수원시 권선구 호매실로90번길 76 2~5층 (호매실동),126.9643169,37.2587665,경기도 수원시 권선구,41113
1010,수원우노병원,병원,경기,수원권선구,경기도 수원시 권선구 장다리로 94 (권선동),127.0216256,37.2585415,경기도 수원시 권선구,41113
1011,수원중앙병원,병원,경기,수원권선구,경기도 수원시 권선구 권선로 654 (권선동),127.022579,37.2599859,경기도 수원시 권선구,41113
1012,순병원,병원,부산,부산금정구,부산광역시 금정구 중앙대로 1701 (부곡동),129.0916903,35.2364803,부산광역시 금정구,26410
1013,순천센텀병원,병원,전남,순천시,전라남도 순천시 백연길 100  (조례동),127.5322769,34.9535047,전라남도 순천시,46150
1014,순천에스병원,병원,전남,순천시,전라남도 순천시 용당삼산로 11-0  (용당동),127.4898463,34.9728684,전라남도 순천시,46150
1015,순천우리병원,병원,전남,순천시,전라남도 순천시 이수로 291  (조례동),127.5160041,34.9526177,전라남도 순천시,46150
1016,순천하나병원,병원,전남,순천시,전라남도 순천시 팔마로 215  (덕암동),127.5098723,34.9405848,전라남도 순천시,46150
1017,순천희망병원,병원,전남,순천시,전라남도 순천시 중앙로 4  (장천동),127.4879535,34.947317,전라남도 순천시,46150
1018,숨이편한병원,병원,서울,강서구,서울특별시 강서구 강서로 323 4~8층 (내발산동),126.8365498,37.5546873,서울특별시 강서구,11500
1019,쉬즈메디병원,병원,경기,수원팔달구,경기도 수원시 팔달구 장다리로 288 (인계동),127.0290997,37.2743973,경기도 수원시 팔달구,41115
1020,스마일본병원,병원,경기,평택시,경기도 평택시 비전5로 37 3층~6층 (비전동),127.1147039,37.0016056,경기도 평택시,41220
1021,스마튼병원,병원,경기,부천시,"경기도 부천시 신흥로 240 (중동, 스마튼병원)",126.7760996,37.5049959,경기도 부천시,41190
1022,스타힐병원,병원,광주,광주남구,광주광역시 남구 금화로 436 (월산동),126.8914783,35.1448981,광주광역시 남구,29155
1023,슬기로운병원,병원,광주,광주서구,광주광역시 서구 송풍로 11 2~3층 (풍암동),126.8662436,35.1183771,광주광역시 서구,29140
1024,슬기로운재활의학과병원,병원,광주,광주광산구,광주광역시 광산구 상무대로 271 슬기로운재활의학과병원 (소촌동),126.7954923,35.1429397,광주광역시 광산구,29200
1025,시대병원,병원,경기,안양동안구,경기도 안양시 동안구 엘에스로 37 2~5층 (호계동),126.9551132,37.3672175,경기도 안양시 동안구,41173
1026,시엘병원,병원,광주,광주서구,광주광역시 서구 무진대로 957 (광천동),126.885313,35.161507,광주광역시 서구,29140
1027,시영의료재단 영동병원,병원,경남,함안군,경상남도 함안군 칠원읍 용산2길 45-13 (),128.5156027,35.3089491,경상남도 함안군,48730
1028,시온여성병원,병원,경기,수원영통구,경기도 수원시 영통구 반달로 107 (영통동),127.0766569,37.2527041,경기도 수원시 영통구,41117
1029,시원병원,병원,광주,광주서구,"광주광역시 서구 상무중앙로 64 3,6~8층 (치평동)",126.8489119,35.1526608,광주광역시 서구,29140
1030,시원항병원,병원,부산,부산북구,"부산광역시 북구 금곡대로 27 더청명빌딩 2, 5~10층 (덕천동)",129.0041452,35.2123249,부산광역시 북구,26320
1031,시지열린아동병원,병원,대구,대구수성구,"대구광역시 수성구 달구벌대로 3188 4,5층 (신매동, 아레나스포츠센터)",128.7052207,35.8403253,대구광역시 수성구,27290
1032,시흥솔병원,병원,경기,시흥시,"경기도 시흥시 비둘기공원로 10 301,501,601,701.801호 (대야동)",126.790765,37.4439703,경기도 시흥시,41390
1033,신대온누리병원,병원,전남,순천시,"전라남도 순천시 해룡면 향매로 97-0  2,6~7층",127.5500227,34.9335929,전라남도 순천시,46150
1034,신도시이진병원,병원,충남,아산시,"충청남도 아산시 배방읍 희망로46번길 45-9 (정주프라자, 지하1층, 2~5층)",127.1073518,36.7897081,충청남도 아산시,44200
1035,신라미소병원,병원,경북,경주시,"경상북도 경주시 보문로 465-67  B동 (신평동,지티랜드)",129.2908992,35.8395881,경상북도 경주시,47130
1036,신마산서울아동병원,병원,경남,창원마산합포구,"경상남도 창원시 마산합포구 문화동15길 25 (창포동3가, 롯데빌리지)",128.5609348,35.1817371,경상남도 창원시 마산합포구,48125
1037,신세계로병원,병원,경남,통영시,경상남도 통영시 정동2길 58 (정량동),128.4303084,34.8437265,경상남도 통영시,48220
1038,신세계병원,병원,대구,대구북구,대구광역시 북구 동북로 196 (산격동),128.6134367,35.8975347,대구광역시 북구,27230
1039,신세계서울병원,병원,서울,영등포구,서울특별시 영등포구 경인로 841 서울영등포동4가우체국 (영등포동4가),126.90606,37.5165276,서울특별시 영등포구,11560
1040,신여성병원,병원,경기,의정부시,경기도 의정부시 시민로 50 (의정부동),127.0405638,37.7379619,경기도 의정부시,41150
1041,신일병원,병원,서울,강북구,서울특별시 강북구 덕릉로 73 (수유동),127.0218488,37.6347937,서울특별시 강북구,11305
1042,신창의료재단 원주에이치병원,병원,강원,원주시,강원도 원주시 북원상가길 49 (태장동),127.9517762,37.3837608,강원도 원주시,42130
1043,신촌연세병원,병원,서울,마포구,서울특별시 마포구 서강로 110 지2층~6층 (신수동),126.9337712,37.5525983,서울특별시 마포구,11440
1044,신태백병원,병원,강원,태백시,강원도 태백시 황지로 23  (황지동),128.9901554,37.1611472,강원도 태백시,42190
1045,실로암안과병원,병원,서울,강서구,"서울특별시 강서구 등촌로 181 (등촌동, 실로암안과병원)",126.8622776,37.5460226,서울특별시 강서구,11500
1046,심정병원,병원,서울,관악구,서울특별시 관악구 남부순환로 1485 삼남빌딩 2~6층 (신림동),126.9156675,37.4823639,서울특별시 관악구,11620
1047,써지탑병원,병원,대전,대전서구,"대전광역시 서구 대덕대로 238 4,5,6층 (둔산동)",127.379941,36.3541136,대전광역시 서구,30170
1048,씨에스나무병원,병원,전남,여수시,전라남도 여수시 도원로 164-1  (안산동),127.6493055,34.7606281,전라남도 여수시,46130
1049,씨엔씨푸른병원,병원,충북,청주흥덕구,충청북도 청주시 흥덕구 2순환로 1234-0  (강서동),127.4298069,36.6258617,충청북도 청주시 흥덕구,43113
1050,씨엠맘삼성병원,병원,광주,광주동구,"광주광역시 동구 남문로 689 해피뷰삼성메디타워 지하1층,지상2~6층 (학동)",126.9283432,35.1322279,광주광역시 동구,29110
1051,씽씽(singsing)병원,병원,경남,창원성산구,경상남도 창원시 성산구 중앙대로 104 마이우스빌딩 301.201-2호 (상남동),128.6808106,35.2234911,경상남도 창원시 성산구,48123
1052,아가페의료재단 시티병원,병원,경기,의왕시,경기도 의왕시 오전천로 29 (오전동),126.9767992,37.3502814,경기도 의왕시,41430
1053,아너스힐병원,병원,경기,김포시,경기도 김포시 통진읍 흥신로 320-10 아너스힐병원,126.6083909,37.6839365,경기도 김포시,41570
1054,아름제일병원,병원,서울,구로구,"서울특별시 구로구 새말로 94 2~6층, 9층 / 새말로 110 지하1층동 3~6층 (구로동)",126.8905378,37.5054584,서울특별시 구로구,11530
1055,아벤스병원,병원,경기,안양동안구,"경기도 안양시 동안구 관평로 307 지하1층, 1층-5층 (관양동, 아벤스병원)",126.9568884,37.4039684,경기도 안양시 동안구,41173
1056,아산사회복지재단 보성아산병원,병원,전남,보성군,전라남도 보성군 미력면 가평길 36-17 (),127.1045625,34.7758583,전라남도 보성군,46780
1057,아이(i)서울병원,병원,부산,부산영도구,부산광역시 영도구 영선대로 75 삼호빌딩 (영선동2가),129.0417146,35.0877774,부산광역시 영도구,26200
1058,아이디병원,병원,서울,강남구,"서울특별시 강남구 도산대로 142 아이디병원 B1층,1,2,3층 (논현동)",127.0241884,37.51768,서울특별시 강남구,11680
1059,아이마음아동병원,병원,울산,울산북구,"울산광역시 북구 괴정1길 114 2,3,4,5층 (매곡동)",129.3574932,35.6425369,울산광역시 북구,31200
1060,아이맘아동병원,병원,광주,광주북구,"광주광역시 북구 하서로 400 2,3,4,5층 (양산동)",126.8745074,35.2105067,광주광역시 북구,29170
1061,아이맘어린이병원,병원,경기,남양주시,경기도 남양주시 다산중앙로 105-8 다산동 3~5층 (다산동),127.1529071,37.6227086,경기도 남양주시,41360
1062,아이본병원,병원,충남,천안서북구,"충청남도 천안시 서북구 불당25로 206 3,4,5층(외1 불당25로208 4,5층) (불당동)",127.1093305,36.8193168,충청남도 천안시 서북구,44133
1063,아이사랑병원,병원,부산,부산연제구,"부산광역시 연제구 반송로 28-1 1층 일부(102호, 104호),2,3,4,5,10층 (연산동)",129.0840759,35.1875613,부산광역시 연제구,26470
1064,아이사랑병원,병원,경남,김해시,경상남도 김해시 활천로 22 (삼정동),128.8940037,35.2295021,경상남도 김해시,48250
1065,아이엠재활병원,병원,충북,청주서원구,충청북도 청주시 서원구 청남로 2140-0  (모충동),127.4886277,36.6229261,충청북도 청주시,43110
1066,아이원병원,병원,경기,광명시,"경기도 광명시 소하로75번길 10 (소하동, 하나로빌딩)",126.8849787,37.4479271,경기도 광명시,41210
1067,아이웰어린이병원,병원,충북,청주청원구,충청북도 청주시 청원구 주성로 273-0  (주성동),127.4967561,36.6706315,충청북도 청주시,43110
1068,아이윤병원,병원,울산,울산중구,"울산광역시 중구 번영로 371 3,6,7,12층 (학산동)",129.3268217,35.5582223,울산광역시 중구,31110
1069,아이퍼스트아동병원,병원,광주,광주서구,광주광역시 서구 상무대로 1129 2~6층 (농성동),126.8851904,35.1541212,광주광역시 서구,29140
1070,아주병원,병원,광주,광주남구,광주광역시 남구 중앙로 130-6 (구동),126.911107,35.146153,광주광역시 남구,29155
1071,아주재활병원,병원,부산,부산사하구,"부산광역시 사하구 낙동남로 1412 13~15층 (하단동, 경부빌딩)",128.966083,35.1057921,부산광역시 사하구,26380
1072,아카시아병원,병원,서울,금천구,서울특별시 금천구 시흥대로114길 5 (독산동),126.8985537,37.4680986,서울특별시 금천구,11545
1073,안강병원,병원,서울,강남구,"서울특별시 강남구 언주로 327 지하1층, 2~7층 (역삼동)",127.0449869,37.4970908,서울특별시 강남구,11680
1074,안산21세기병원,병원,경기,안산단원구,경기도 안산시 단원구 보화로 50 (고잔동),126.8317939,37.3307826,경기도 안산시 단원구,41273
1075,안산튼튼병원,병원,경기,안산상록구,"경기도 안산시 상록구 도매시장로 4 (이동, 광덕빌딩)",126.8569569,37.3078681,경기도 안산시 상록구,41271
1076,안성동인병원,병원,경기,안성시,경기도 안성시 인지1길 9 (인지동),127.2668375,37.0052083,경기도 안성시,41550
1077,알엠병원,병원,인천,인천미추홀구,인천광역시 미추홀구 한나루로 446 (학익동),126.6675789,37.446775,인천광역시 미추홀구,28177
1078,앙즈로여성병원,병원,충남,천안서북구,충청남도 천안시 서북구 불당33길 1 외1(불당25로104) (불당동),127.1069713,36.810453,충청남도 천안시 서북구,44133
1079,양덕서울아동병원,병원,경남,창원마산회원구,경상남도 창원시 마산회원구 양덕로 190 (석전동),128.5804095,35.2342802,경상남도 창원시 마산회원구,48127
1080,양병원,병원,경기,남양주시,경기도 남양주시 경춘로 933 (금곡동),127.2052106,37.6335493,경기도 남양주시,41360
1081,양산아이들병원,병원,경남,양산시,경상남도 양산시 물금읍 청운로 354 아이시티 6~7층,129.0169034,35.3272281,경상남도 양산시,48330
1082,양산제일병원,병원,경남,양산시,"경상남도 양산시 동면 금오로 255 3층일부4~8층 301,302호 (양산에이치타워)",129.0272477,35.3159985,경상남도 양산시,48330
1083,양주예쓰병원,병원,경기,양주시,경기도 양주시 회정로 103-103 (덕정동),127.0645197,37.8377793,경기도 양주시,41630
1084,양주우리병원,병원,경기,양주시,경기도 양주시 광적면 백은로 261 (),126.9898206,37.8166971,경기도 양주시,41630
1085,양주한국병원,병원,경기,양주시,경기도 양주시 화합로 1489 (고암동),127.0728376,37.8389263,경기도 양주시,41630
1086,양평병원,병원,경기,양평군,경기도 양평군 양평읍 중앙로 129 (),127.5035413,37.4938653,경기도 양평군,41830
1087,어울림병원,병원,서울,영등포구,"서울특별시 영등포구 영등포로 386 (신길동, 동인빌딩)",126.9209727,37.5133082,서울특별시 영등포구,11560
1088,에덴메디여성병원,병원,경기,수원권선구,경기도 수원시 권선구 동수원로 220 (권선동),127.0340167,37.2493456,경기도 수원시 권선구,41113
1089,에덴병원,병원,광주,광주북구,광주광역시 북구 면앙로170번길 10 (두암동),126.9297008,35.1755212,광주광역시 북구,29170
1090,에덴어린이병원,병원,부산,부산진구,부산광역시 부산진구 가야대로 649 8~15층 (가야동),129.0426109,35.1561758,부산광역시 부산진구,26230
1091,에디스여성병원,병원,부산,부산사하구,부산광역시 사하구 낙동대로 361 (당리동),128.9778658,35.1015033,부산광역시 사하구,26380
1092,에스병원,병원,대구,대구달서구,대구광역시 달서구 와룡로 57 (본리동),128.5364255,35.8378831,대구광역시 달서구,27290
1093,에스병원(S병원),병원,부산,부산영도구,"부산광역시 영도구 동삼로 55-1 지하2층, 2층~8층, 9층 일부 (동삼동)",129.0700426,35.0783081,부산광역시 영도구,26200
1094,에스알씨(SRC)재활병원,병원,경기,광주시,경기도 광주시 초월읍 경수길 25 (),127.2870784,37.4186103,경기도 광주시,41610
1095,에스앤유서울병원,병원,서울,강서구,"서울특별시 강서구 공항대로 237 에이스타워 마곡 3,4,5,6층 (마곡동)",126.8339126,37.5594527,서울특별시 강서구,11500
1096,에스앤케이병원,병원,대전,대전서구,대전광역시 서구 둔산남로 46-0  4~6층 (둔산동),127.382579,36.3487189,대전광역시 서구,30170
1097,에스엘서울병원,병원,경기,양주시,경기도 양주시 고삼로 13 (만송동),127.085522,37.8004518,경기도 양주시,41630
1098,에스케이제이병원,병원,광주,광주북구,광주광역시 북구 갈마로 27 (풍향동),126.9335787,35.161402,광주광역시 북구,29170
1099,에이스병원,병원,경기,안산단원구,"경기도 안산시 단원구 화랑로 376 B1, 1층 일부, 2~5층 (고잔동)",126.8292584,37.3209935,경기도 안산시 단원구,41273
1100,에이치엠병원,병원,울산,울산남구,울산광역시 남구 중앙로167번길 26 (신정동),129.3110064,35.5355076,울산광역시 남구,31140
1101,에이치제이매그놀리아국제병원,병원,경기,가평군,경기도 가평군 설악면 미사리로 267-177 (),127.5213618,37.6911585,경기도 가평군,41820
1102,에이치큐브병원,병원,서울,도봉구,서울특별시 도봉구 도봉로 604 (창동),127.0410736,37.6583201,서울특별시 도봉구,11320
1103,엔에이치미래아동병원,병원,전남,나주시,전라남도 나주시 중야2길 29-0  (빛가람동),126.784645,35.0171335,전라남도 나주시,46170
1104,엔탑이비인후과병원,병원,광주,광주북구,광주광역시 북구 설죽로 347 (매곡동),126.8988872,35.1906309,광주광역시 북구,29170
1105,엔플러스병원,병원,서울,동대문구,서울특별시 동대문구 장한로32길 7 장안동의료시설 (장안동),127.0726089,37.5754527,서울특별시 동대문구,11230
1106,엘리움병원,병원,부산,부산해운대구,"부산광역시 해운대구 해운대로 794 7~8층 (좌동, 삼정엘리움)",129.1757451,35.168815,부산광역시 해운대구,26350
1107,엘병원,병원,경기,남양주시,경기도 남양주시 퇴계원읍 퇴계원로 20 지하2~지상7층 일부제외호,127.1410487,37.6487335,경기도 남양주시,41360
1108,엘앤더슨병원,병원,부산,부산서구,부산광역시 서구 대신공원로 39 (서대신동3가),129.0167399,35.1213821,부산광역시 서구,26140
1109,엠마오사랑병원,병원,전북,전주완산구,전라북도 전주시 완산구 서원로 402-35 (중화산동1가),127.137104,35.8126263,전라북도 전주시 완산구,45111
1110,엠블병원,병원,대전,대전유성구,"대전광역시 유성구 원신흥남로12번길 8-10 2~7층 (원신흥동,MBL빌딩)",127.3384444,36.3329458,대전광역시 유성구,30200
1111,엠앤비여성병원,병원,인천,인천계양구,인천광역시 계양구 장제로772번길 2 (계산동),126.7348015,37.5365393,인천광역시 계양구,28245
1112,엠플러스병원,병원,경기,용인기흥구,"경기도 용인시 기흥구 동백중앙로 265 (중동, 더엠프라자 8,9층)",127.1526482,37.2763622,경기도 용인시 기흥구,41463
1113,여성메디파크병원,병원,대구,대구수성구,대구광역시 수성구 동대구로 271 (범어동),128.6246267,35.8545807,대구광역시 수성구,27290
1114,여성아이병원,병원,경북,포항북구,경상북도 포항시 북구 우창동로22번길 7  (우현동),129.3619762,36.054346,경상북도 포항시 북구,47113
1115,여성아이병원,병원,대구,대구달서구,대구광역시 달서구 월배로 141 (진천동),128.5295749,35.816078,대구광역시 달서구,27290
1116,여수백병원,병원,전남,여수시,전라남도 여수시 여서1로 50  (여서동),127.7033674,34.7520043,전라남도 여수시,46130
1117,여수중앙병원,병원,전남,여수시,전라남도 여수시 둔덕2길 6-3  (미평동),127.7022537,34.7673587,전라남도 여수시,46130
1118,여수한국병원,병원,전남,여수시,전라남도 여수시 여천체육공원길 10  (신기동),127.6749639,34.7612841,전라남도 여수시,46130
1119,연세강인병원,병원,경기,고양덕양구,"경기도 고양시 덕양구 화중로 50 4,5,6층 (화정동)",126.8307206,37.6316573,경기도 고양시 덕양구,41281
1120,연세건우병원,병원,서울,관악구,"서울특별시 관악구 남부순환로 1814 대연빌딩 3,4,8,9층 (봉천동)",126.9516001,37.4810595,서울특별시 관악구,11620
1121,연세고든병원,병원,경기,의정부시,경기도 의정부시 천보로 44 5~6층 (민락동),127.0963397,37.7443257,경기도 의정부시,41150
1122,연세광혜병원,병원,전남,순천시,전라남도 순천시 중앙로 166 (매곡동),127.4847229,34.960412,전라남도 순천시,46150
1123,연세나무병원,병원,충남,천안서북구,충청남도 천안시 서북구 불당21로 67-18 7~9층 (불당동),127.1085045,36.8140496,충청남도 천안시 서북구,44133
1124,연세노블병원,병원,서울,은평구,서울특별시 은평구 서오릉로 37 (녹번동),126.9244756,37.6040714,서울특별시 은평구,11380
1125,연세다움병원,병원,경기,평택시,"경기도 평택시 중앙로 105 (비전동, 외2필지)",127.0948885,36.9935991,경기도 평택시,41220
1126,연세더바로병원,병원,경기,시흥시,경기도 시흥시 수인로 3330 4~8층 (대야동),126.7887789,37.4394123,경기도 시흥시,41390
1127,연세더바른병원,병원,경기,김포시,"경기도 김포시 김포한강4로 543 지오프라자 3,4층 (구래동)",126.6235663,37.6453256,경기도 김포시,41570
1128,연세마두병원,병원,경기,고양일산동구,"경기도 고양시 일산동구 강석로 123 (마두동, 뉴삼창마트)",126.7788438,37.6518505,경기도 고양시 일산동구,41285
1129,연세메디하임병원,병원,강원,원주시,강원도 원주시 문막읍 원문로 1419-0 연세메디하임병원,127.8450875,37.3261,강원도 원주시,42130
1130,연세명인병원,병원,강원,원주시,강원도 원주시 평원로 100-0 (학성동),127.948827,37.3534761,강원도 원주시,42130
1131,연세무척나은병원,병원,서울,광진구,서울특별시 광진구 천호대로 568 (능동),127.0809144,37.5562714,서울특별시 광진구,11215
1132,연세바로척병원,병원,서울,성동구,서울특별시 성동구 동일로 133 (성수동2가),127.0649225,37.5444078,서울특별시 성동구,11200
1133,연세바른병원,병원,서울,동작구,"서울특별시 동작구 사당로 300 2·4층일부및3  층 (사당동, 이수자이)",126.9805813,37.4843925,서울특별시 동작구,11590
1134,연세백퍼센트병원,병원,인천,인천부평구,"인천광역시 부평구 부평문화로 87 7~9층 10층 일부(1001~1005, 1007~1008)호 (부평동)",126.7258778,37.4944746,인천광역시 부평구,28237
1135,연세본병원,병원,서울,중랑구,"서울특별시 중랑구 면목로 310 4,5,6,7층일부층 (면목동)",127.087993,37.5796409,서울특별시 중랑구,11260
1136,연세본사랑병원,병원,경기,부천시,"경기도 부천시 장말로 376 지하1,2층 지상2~10층 (심곡동)",126.7836469,37.489784,경기도 부천시,41190
1137,연세사랑모아여성병원,병원,서울,구로구,서울특별시 구로구 중앙로 100 (고척동),126.8606071,37.5063641,서울특별시 구로구,11530
1138,연세사랑병원,병원,서울,서초구,서울특별시 서초구 효령로 10 (방배동),126.9866983,37.4767222,서울특별시 서초구,11650
1139,연세산돌병원,병원,서울,중랑구,서울특별시 중랑구 봉우재로 234 연세산돌병원 지하1층~7층 (망우동),127.0988923,37.595185,서울특별시 중랑구,11260
1140,연세새로운병원,병원,경기,여주시,경기도 여주시 영릉로 22-22 (창동),127.6319012,37.291578,경기도 여주시,41730
1141,연세스타병원,병원,경기,성남수정구,"경기도 성남시 수정구 산성대로 267 5층 일부, 6층 (신흥동)",127.1464467,37.441324,경기도 성남시 수정구,41131
1142,연세슬기병원,병원,서울,성동구,서울특별시 성동구 무학로2길 8 (도선동),127.0306881,37.5642758,서울특별시 성동구,11200
1143,연세오상병원,병원,경기,파주시,"경기도 파주시 책향기로 830 월드스퀘어 3,4층 (와동동)",126.7629058,37.7293297,경기도 파주시,41480
1144,연세오케이병원,병원,경기,의정부시,경기도 의정부시 경의로 107 2~6(일부제외)층 (의정부동),127.0475466,37.7333914,경기도 의정부시,41150
1145,연세우리병원,병원,서울,송파구,서울특별시 송파구 백제고분로 185 2~9층 (잠실동),127.0873673,37.5048272,서울특별시 송파구,11710
1146,연세유병원,병원,경기,김포시,경기도 김포시 김포한강4로 531 제이스프라자 7-8층 (구래동),126.6248969,37.6455901,경기도 김포시,41570
1147,연세제일병원,병원,경기,부천시,"경기도 부천시 삼작로 252 정남프라자 2층일부,5층 (도당동)",126.789534,37.5199631,경기도 부천시,41190
1148,연세척병원,병원,부산,부산진구,"부산광역시 부산진구 가야대로 715 1층 일부, 2~4층 전부 (당감동)",129.0497862,35.1575893,부산광역시 부산진구,26230
1149,연세프라임병원,병원,경기,용인기흥구,"경기도 용인시 기흥구 용구대로 2355 (마북동, 용인프라임병원)",127.1088557,37.2967488,경기도 용인시 기흥구,41463
1150,연세하나병원,병원,경기,김포시,"경기도 김포시 김포대로 709 퍼스트블루 2,3,4층 (풍무동)",126.7318476,37.6122466,경기도 김포시,41570
1151,연세한강병원,병원,서울,마포구,"서울특별시 마포구 마포대로 25 대농빌딩 2,3,5층 (마포동)",126.944877,37.5394563,서울특별시 마포구,11440
1152,연세항맥병원,병원,경기,고양일산서구,"경기도 고양시 일산서구 강성로 121 (주엽동, 삼희프라자301~6호,309~11호,401~2,409-1호,410~11호)",126.7621686,37.6705815,경기도 고양시 일산서구,41287
1153,연제일신병원,병원,부산,부산연제구,부산광역시 연제구 고분로 6 (연산동),129.0828772,35.1856693,부산광역시 연제구,26470
1154,연합정형외과병원,병원,대전,대전서구,대전광역시 서구 계룡로 619  (탄방동),127.3916456,36.3400711,대전광역시 서구,30170
